,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,^BSESN,^BSESN,^BSESN,^BSESN,^BSESN,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,MARUTI.NS,MARUTI.NS,MARUTI.NS,MARUTI.NS,MARUTI.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-30,7746.200195,7798.700195,7707.600098000001,7791.399901999999,178100.0,26005.140625,26113.480469,25850.039063,26087.419922,9200.0,240.62928025309634,242.14588417065352,234.76568579159618,238.55238300000002,24264520.0,807.5281738308751,818.1203236208062,803.4953684132164,815.107849,1171345.0,245.87664236195786,252.9919288713949,244.20353387531483,251.54657000000003,16305135.0,449.9887411126531,450.4345745466969,437.13194821226887,446.37921100000005,13595306.0,2399.8897296451123,2447.7451056120626,2376.0338232210843,2440.526123,189655.0
2014-07-31,7784.649901999999,7791.850098000001,7711.149901999999,7721.299805,208900.0,26105.890625,26118.880859,25853.689453,25894.970703,9200.0,237.34488371579224,239.75987035207405,235.12309311242896,235.63024900000002,18349440.0,814.2332253677945,816.176734621991,805.1472846212586,810.443359,2975336.0,252.6117733068796,254.34340100231614,247.78675411626176,248.64002999999997,21827960.0,448.0115343045482,449.6928603148837,440.1487219896646,441.83004800000003,9472954.0,2452.28661039736,2476.429406737172,2401.2758955172403,2413.371338,958095.0
2014-08-01,7662.5,7716.700195,7593.899901999999,7602.600098000001,181100.0,25753.919922,25862.679688,25459.130859,25480.839844,12700.0,233.28771088426186,240.0496735185883,232.80471355323854,235.43222000000003,20333530.0,802.7179959817586,804.4185667866432,789.0648534664563,792.417419,1707115.0,247.12768807356395,254.25880103044014,246.4426500452544,249.383575,25283104.0,439.9018254220332,450.73145338975047,433.17655217816275,435.15475499999997,8882644.0,2399.9375482598607,2511.3769262864053,2398.981397842227,2472.60498,943610.0
2014-08-04,7639.549805,7694.799805,7622.049805,7683.649901999999,137000.0,25631.679688,25754.419922,25531.380859,25723.160156,7400.0,236.95849633813384,238.5040791219814,235.7896360210852,237.769928,13946260.0,795.8670266678967,799.4625303908217,784.3031234711242,790.036499,1840761.0,252.16368502627753,253.66761951321496,250.22013553099868,252.045654,11518006.0,437.42881670170794,443.4623829332096,436.2912764383527,441.68209800000005,7517952.0,2476.4294827172566,2543.3600092771826,2458.644991957168,2529.6870120000003,480503.0
2014-08-05,7706.649901999999,7752.450195,7638.049805,7746.549805,128200.0,25817.839844,25928.320313,25562.359375,25908.009766,8800.0,239.23340558385948,239.95306677266083,235.85242428760262,238.977417,17961890.0,793.9235155899997,799.7540432442715,787.0240811878889,797.033142,1519276.0,251.82534417065207,253.29580648471597,247.7699501667943,251.22582999999997,10886090.0,444.7478993539512,452.8575911704289,439.30808531653355,451.76904299999995,4030664.0,2537.336245197749,2557.7022953730234,2513.337010942936,2548.9536129999997,412319.0
2014-08-06,7726.149901999999,7740.950195,7658.950195,7672.049805,116400.0,25892.550781,25901.679688,25621.849609,25665.269531,6800.0,237.1516856074188,238.0887013800904,233.87696472327434,234.37445099999997,12928410.0,792.0285650065993,796.4014606510436,784.5460430206059,787.121216,845350.0,250.10207753500694,251.09011984757964,243.78152088809617,244.55857799999998,11961032.0,449.98874639039065,449.98874639039065,440.2966876347136,442.62173499999994,4859129.0,2537.623454677285,2552.921862844141,2515.0105888084,2521.368896,238191.0
2014-08-07,7651.149901999999,7708.950195,7630.399901999999,7649.25,116800.0,25668.710938,25778.050781,25526.050781,25589.009766,7100.0,233.2877083194955,236.5720843383776,232.35069254161718,235.325958,15579810.0,789.9393367605579,795.3811391922368,787.1212251016638,788.5788570000001,983435.0,245.7251030035807,248.05718063322772,243.52776315061604,244.178421,10130070.0,442.6707308786213,445.39063735658715,435.35268058112945,437.131958,4871344.0,2514.197554157304,2550.053195260517,2514.197554157304,2533.224854,286075.0
2014-08-08,7588.700195,7592.450195,7540.100098000001,7568.549805,118400.0,25406.869141,25406.869141,25232.820313,25329.140625,7500.0,232.99789424792823,236.22431234276968,230.87270902932408,233.572662,32789900.0,782.2625428759644,784.9834444075199,772.5449957594927,773.662537,1862670.0,241.6687424417333,243.58721581117956,238.59305224153226,242.877075,14898593.0,432.68175151569216,433.0276194332903,425.66060819840914,428.132599,6491180.0,2513.7198559633393,2519.4567594003042,2479.7765106279653,2507.600586,266242.0
2014-08-11,7619.850098000001,7635.549805,7598.600098000001,7625.950195,107000.0,25476.869141,25553.439453,25437.050781,25519.240234,6000.0,234.7367039443479,235.69786380748005,232.3217172782538,233.234589,12536370.0,778.3754692168413,780.1731919846814,769.0466479640693,770.5528559999999,1406556.0,244.3642926997097,245.5391811880011,242.36123138962242,243.51101699999998,7812184.0,434.75891770185933,443.5113848935302,432.18696136154875,441.632141,8735749.0,2523.281002490564,2554.8339669021548,2519.5042551169113,2547.710693,226565.0
2014-08-12,7688.799805,7735.75,7654.799805,7727.049805,120600.0,25703.779297,25904.980469,25645.789063,25880.769531,8100.0,233.77070864456687,235.596437593193,232.03191535170595,234.65458700000002,12331020.0,778.3754397788585,785.6635993273497,769.6296483206692,784.4003299999999,1650768.0,245.98626793835265,247.90477036149022,243.37532499404415,247.29686,7573830.0,475.70334219560317,476.691955819657,463.2413791321737,468.780151,14887583.0,2554.8337492532605,2567.2158495025033,2531.121173591459,2547.423584,223239.0
2014-08-13,7717.299805,7757.100098000001,7695.700195,7739.549805,154100.0,25861.470703,25972.619141,25791.789063,25918.949219,8800.0,234.25370623265658,235.34528503394083,227.2502449122988,228.83931,20923880.0,787.1213173671694,792.7089069657634,779.97894355021,789.453552,1959955.0,245.92773716106566,247.5841099416223,244.03436630601553,245.420242,9495712.0,471.79591113254185,474.5657852658646,460.9672889889953,468.28533899999996,6299304.0,2536.9538340815443,2557.6543959750593,2527.10543837838,2534.706787,186796.0
2014-08-14,7756.149901999999,7796.700195,7739.100098000001,7791.700195,127300.0,25948.300781,26135.0,25945.349609,26103.230469,10100.0,230.0033278666556,230.24482652485668,227.0183938253496,228.216232,15800260.0,791.1054649972708,808.1598063473122,790.3280729110534,803.349609,2968306.0,246.43430010280812,251.74077454140468,246.43430010280812,250.05932599999997,13636486.0,469.1260232382612,480.4994072426653,468.4342863780095,479.262909,6417376.0,2529.01771577999,2574.912933306432,2529.01771577999,2549.622803,311544.0
2014-08-18,7785.25,7880.5,7779.200195,7874.25,126700.0,26123.689453,26413.109375,26075.279297,26390.960938,8200.0,227.49176164075172,234.66427549492522,227.39515637062584,233.886642,16556210.0,806.5563658765576,810.9292618361293,800.3371127452772,808.839966,1675542.0,251.21745448961454,259.75205766409425,250.43109414886928,258.68685899999997,21247732.0,483.6641108901834,500.0814741925646,483.5161917944032,498.252228,8656402.0,2534.898305228944,2603.119737129749,2534.898305228944,2585.000732,359547.0
2014-08-19,7901.0,7918.549805,7881.149901999999,7897.5,140600.0,26482.560547,26530.669922,26387.839844,26420.669922,10400.0,235.14241059590725,237.8278746978099,234.67390320096834,235.920044,15948060.0,809.471595057739,813.8444908293594,799.0252329366457,800.580017,1973214.0,260.2587144835623,263.5119484146069,257.9517115262243,260.74856600000004,18915512.0,501.91073540673835,514.9654451258737,499.9825003601633,513.136169,9965689.0,2595.9486198426935,2638.9753925472687,2593.27135157859,2628.744629,404906.0
2014-08-20,7915.799805,7922.700195,7864.049805,7875.299805,117300.0,26496.289063,26504.519531,26277.609375,26314.289063,8900.0,236.18569303400284,236.504473201989,232.6598183409151,233.263565,16065950.0,805.5845680787457,811.0263705482407,795.8670220223073,797.37323,2358713.0,261.1035797707691,262.0414423419557,258.90626786010495,260.723419,9462876.0,513.2841316010368,516.2509480847192,505.2733688401826,506.60882599999997,5467442.0,2628.4576149278278,2634.1945176886743,2605.4621495100623,2617.7966309999997,212477.0
2014-08-21,7875.350098000001,7919.649901999999,7855.950195,7891.100098000001,115200.0,26322.660156,26464.800781,26262.519531,26360.109375,6500.0,233.19110203829877,239.2672160971488,232.81436509188515,238.36401400000003,27963970.0,798.7823547603604,811.6095283226779,797.8106000708709,808.985779,1597620.0,260.25864393574886,264.2805657617325,258.9991677736845,261.09518399999996,15249839.0,510.3173024150845,512.4434552978463,500.57625265624426,507.103607,5463932.0,2623.6290102555063,2649.4929270734383,2618.0356706135285,2629.939697,206504.0
2014-08-22,7904.549805,7929.049805,7900.049805,7913.200195,104100.0,26419.529297,26508.269531,26383.160156,26419.550781,6700.0,239.54253281148465,246.23203427361642,239.54253281148465,243.88467400000002,26474960.0,810.7834709869522,824.7767613049895,804.6614283372907,822.8332519999999,2503822.0,261.12032854814714,262.92077210195583,259.6926135399132,260.182465,13225471.0,509.5756358981985,514.9164598752909,504.9764855447888,505.916107,4404242.0,2635.1507493603017,2646.528846483892,2609.334686140879,2634.05127,192631.0
2014-08-25,7931.75,7968.25,7897.950195,7906.299805,118500.0,26490.310547,26630.740234,26401.640625,26437.019531,10000.0,244.39665044796504,248.97545550392095,240.69688894595316,242.092758,26784130.0,819.1892247172083,828.7124092628287,813.5530590314561,819.626526,1664016.0,260.68158948181417,262.2868464376011,254.88432735789954,255.915146,6260975.0,511.3069190891349,512.295501694602,499.7845778538665,502.80136100000004,4005516.0,2659.0542658266413,2701.0770291094254,2657.333148253054,2682.814697,390940.0
2014-08-26,7874.5,7915.450195,7862.450195,7904.75,142800.0,26349.869141,26481.970703,26314.890625,26442.810547,9500.0,241.4841771157741,242.36805547162672,238.1418288154062,241.112274,14312180.0,820.6468173364985,824.5338360094955,814.4275641375912,818.703308,1041314.0,250.96368363791356,256.4476992959935,250.47383227129632,254.85920699999997,9349500.0,493.01033629372654,509.5266586682563,490.88421431068457,507.00466900000004,4724406.0,2662.8788878506457,2677.1254352355086,2634.194375593727,2650.831299,295099.0
2014-08-27,7933.899901999999,7946.850098000001,7916.549805,7936.049805,120000.0,26553.240234,26599.119141,26492.5,26560.150391,6600.0,242.4694760963202,244.90377182918215,238.98705498487075,241.981644,14200130.0,822.1044269549441,822.1044269549441,810.4433712534556,812.9699099999999,1213242.0,259.0754413854705,261.77933964336285,257.2675943062925,260.309814,12302626.0,513.1851429182798,518.2291208899969,510.5152043583697,515.955017,3905433.0,2674.4551581727906,2687.5632554124504,2651.1677120019863,2659.330322,308090.0
2014-08-28,7942.25,7967.799805,7939.200195,7954.350098000001,189700.0,26620.179688,26674.380859,26573.689453,26638.109375,6700.0,242.65787534720968,243.79292206262264,236.95851218757838,237.70233199999998,14700480.0,813.8445289593199,821.6185662508716,810.4433876442661,819.7236330000001,1997863.0,260.7652218270428,264.3149646375582,260.7652218270428,263.098236,22862356.0,517.9322429207641,525.7950251368942,516.8946381977977,519.2677,5597526.0,2664.8516932932303,2692.4124547418005,2652.0795642487137,2673.974609,444326.0
2014-09-01,7990.350098000001,8035.0,7984.0,8027.700195,139300.0,26733.179688,26900.300781,26732.390625,26867.550781,9200.0,239.2768726579637,243.13603095677175,238.8808109862421,241.918869,15193550.0,822.0073217382,825.0197379776074,814.9134658039433,817.440063,1038664.0,263.30091995131363,270.8716486158388,263.30091995131363,270.11132799999996,14692249.0,520.2073752120058,523.6689244788475,511.05904077396207,514.273743,6321716.0,2692.700685860226,2813.6993614730604,2681.1770024685275,2797.182129,640846.0
2014-09-02,8038.600098000001,8101.950195,8036.549805,8083.049805,134900.0,26888.210938,27082.849608999997,26886.220702999995,27019.390625,8000.0,243.15534761304764,244.78304672088026,241.88506267371946,243.62385600000002,16508080.0,819.2862357997076,836.7778176573671,814.9619747068934,834.9315190000001,2860563.0,270.381789952496,273.5839084720092,268.3703613351037,268.894592,12260540.0,514.2737055921574,515.015409189859,506.41089216242693,510.564209,4700852.0,2812.739007664633,2848.2703641970984,2792.380547733503,2799.342773,431825.0
2014-09-03,8110.850098000001,8141.899901999999,8092.25,8114.600098000001,150700.0,27128.060547000005,27225.849608999997,27067.019531,27139.939452999995,9700.0,243.70594820146337,244.3290040840259,240.86108641530305,241.981644,15715840.0,840.5676791062576,840.5676791062576,827.5461449170689,832.453552,2308695.0,270.22934731507695,270.62717963437757,265.9202195620218,267.153656,9697814.0,520.3062768606699,524.6574803882708,515.5591756929923,516.844666,7395356.0,2823.3026831989023,2825.223297269106,2782.009480689531,2793.1010739999997,423897.0
2014-09-04,8114.200195,8114.799805,8060.899901999999,8095.950195,141300.0,27164.949219,27169.119141000003,26972.390625,27085.929688,7400.0,242.07828248405482,242.3680693079459,239.18029832577764,240.16078199999998,12428860.0,833.8140755617981,834.7372541511934,824.5338302063883,827.789185,1601742.0,267.47523846584255,267.8721347370934,260.64715901732717,265.60787999999997,15945864.0,516.943654819533,516.943654819533,503.64203492413486,507.350525,7887160.0,2794.4934972858246,2807.505704783558,2768.6613319192866,2782.729736,254066.0
2014-09-05,8099.899901999999,8122.700195,8049.850098000001,8086.850098000001,126000.0,27127.259766000003,27178.800781,26920.560547000005,27026.699219,7100.0,240.62926798612094,244.39664124491668,240.15592578772876,243.020096,16913550.0,827.9349462817852,831.3846635635705,820.2580613685636,824.485229,958802.0,265.6079421672319,267.11184794790466,259.7428285050605,261.450317,12019744.0,507.3505291915693,510.91109820432104,497.6084726062821,500.42733799999996,10061739.0,2758.0013677743646,2786.762511863075,2746.38156038084,2766.404053,262632.0
2014-09-08,8132.950195,8180.200195,8126.149901999999,8173.899901999999,120700.0,27145.119141000003,27354.990233999997,27144.560547000005,27319.849608999997,7300.0,245.0921631887182,248.4538351915121,244.1937804376366,247.86456299999998,17875080.0,826.9632026354437,843.2886690052641,825.4569945972221,840.3248289999999,2447086.0,264.0612508299296,265.6581116644473,261.7626163997065,264.957275,8527112.0,502.4055352484823,506.3619099206009,497.36155705472873,504.482697,9265718.0,2760.8823198742875,2808.3213863213564,2742.6364888907706,2799.918701,393871.0
2014-09-09,8161.899901999999,8174.549805,8126.5,8152.950195,104700.0,27316.429688,27328.269531,27177.089844,27265.320313,7600.0,247.97083926896636,250.18294577470138,246.52183279807443,248.004623,12975200.0,835.8061067091362,845.3293484170778,833.5710827940122,841.150757,1915261.0,264.1113926955545,264.1113926955545,260.1740586235916,261.22997999999995,8552346.0,505.47126550659675,512.6913331844861,502.0096855398305,511.454834,9134923.0,2813.6995482611683,2815.620162287285,2787.771258908591,2794.493408,194446.0
2014-09-10,8135.549805,8135.75,8082.100098000001,8094.100098000001,107100.0,27230.939452999995,27251.439452999995,27018.109375,27057.410156,5900.0,246.23203654000014,247.5747836264169,243.9716128674305,246.323807,16289770.0,840.5677270638197,840.5677270638197,829.9755786261074,833.085205,1078563.0,264.3150051974834,266.64708279721907,261.45863928577205,265.345795,14187943.0,508.1411776167164,515.2133252548742,506.7567593339279,510.861084,7315474.0,2776.2954227814625,2804.048199205788,2770.4855187460366,2791.564209,185112.0
2014-09-11,8115.149901999999,8127.950195,8057.299805,8085.700195,122800.0,27143.220702999995,27150.779297000005,26904.5,26995.869141000003,7600.0,247.6085937887097,252.0183623269093,247.6085937887097,251.458069,15981320.0,833.1825265626825,838.7214818644214,828.9067824401742,830.2186280000001,1633216.0,266.51141671598,267.8638483165622,263.9088407650109,264.62735,9666635.0,512.2955050960504,512.5923818573549,505.37231407253154,508.68597400000004,3994428.0,2789.6917146910328,2807.9375469041584,2762.082889631698,2801.311523,280993.0
2014-09-12,8087.049805,8114.299805,8071.600098000001,8105.5,111400.0,27048.150391000003,27096.869141000003,26965.910156,27061.039063,8000.0,251.64160986057448,255.1191964454026,249.95111919932302,254.095245,16374410.0,826.0885960335468,833.7654810106513,824.9711131808602,831.5304570000001,1521639.0,266.0047974514594,266.0047974514594,263.14846060789694,264.38189700000004,6356713.0,509.3287308997053,513.6309735339745,507.746363742759,511.503845,4645545.0,2805.056690330515,2860.7544952052735,2805.056690330515,2853.840332,453657.0
2014-09-15,8070.350098000001,8077.299805,8030.0,8042.0,96500.0,26998.070313,26998.070313,26790.910156,26816.560547,6000.0,252.4917002439053,255.39935395923507,250.6273372294933,253.40457200000003,17437540.0,825.9914951749822,840.5678156780701,825.9914951749822,836.049133,1452272.0,263.05555422716543,263.88372622463515,260.0216739465374,262.514587,7465541.0,506.3619149140541,509.72356048404265,504.5316621465827,506.756775,3002543.0,2852.9757302037915,2856.336804418709,2813.6992713452614,2845.005371,287604.0
2014-09-16,8036.600098000001,8044.899901999999,7925.149901999999,7932.899901999999,128000.0,26854.900391000003,26861.289063,26464.029297,26492.509766,9400.0,253.95998685870796,255.40897882897048,246.32863494462666,247.59408599999998,15687360.0,836.6807423689777,837.7010730766648,824.0479320893068,826.963196,1269067.0,262.1176574312765,263.156843333058,257.15787176483803,257.850342,7520915.0,504.3837426505782,505.12541628020807,489.2028787479724,494.246826,5795527.0,2837.707032199471,2862.00284504627,2814.6596654404907,2833.2416989999997,360771.0
2014-09-17,7971.5,7990.649901999999,7936.950195,7975.5,123700.0,26627.210938,26682.640625,26511.710938,26631.289063,7600.0,249.5550664656251,250.00425110229796,245.0680317184886,247.521637,13044950.0,830.8502307178572,831.7248332301983,818.3145723357918,822.493164,1976474.0,258.9406618482374,260.88423931843676,257.7239608601022,258.526093,10495634.0,496.4719225846907,503.8889015545316,485.9881627246526,501.366943,5000801.0,2832.9056188367404,2866.5163634670066,2800.4952579432693,2849.422852,313982.0
2014-09-18,7950.649901999999,8120.850098000001,7939.700195,8114.75,116900.0,26573.890625,27132.199219,26503.080078,27112.210938,7000.0,246.71505239501184,253.86340772125655,245.7490576487668,253.12927200000001,20121200.0,820.8897196992328,836.6807323599165,818.4603331360507,833.911255,1663142.0,257.7239233411803,264.8215363696617,257.30098723778195,264.483215,6706084.0,500.1304488903829,520.9990108608353,495.18542968523275,519.613525,7126911.0,2859.794449728836,2938.539629338562,2842.5089224974326,2921.92627,369872.0
2014-09-19,8129.399901999999,8160.899901999999,8105.350098000001,8121.450195,161300.0,27139.390625,27247.169922000005,27047.679688,27090.419922000005,7300.0,253.67019932339127,254.24013229940192,246.81163155467127,248.067413,15558510.0,835.7089653472827,840.5677384016274,827.3518990159206,835.951904,1635527.0,265.31140292487765,266.4267795312494,263.04714791583626,265.700867,10378770.0,519.4156298624418,523.1741167924043,510.8611101762317,513.185181,5187143.0,2924.3266775098496,2971.1897037316994,2909.7300589227693,2960.050049,276972.0
2014-09-22,8084.450195,8159.899901999999,8064.799805,8146.299805,105500.0,27008.119141000003,27254.800781,26918.929688,27206.740233999997,7100.0,246.42523786848312,253.57359239135735,245.58481287375395,251.30833399999997,14346980.0,832.7451594482221,834.251367495516,826.9632076164055,832.647949,1633579.0,263.6382969748449,269.4095468207345,263.02204721214883,266.824615,10506210.0,509.32872832316923,536.5256906846718,508.3391381024326,534.102661,7973385.0,2952.271499868716,2962.5467364701553,2920.7733870256006,2944.49292,228956.0
2014-09-23,8144.399901999999,8159.75,8008.100098000001,8017.549805,140800.0,27244.980469,27256.869141000003,26744.070313,26775.689453,7900.0,252.11493751188937,253.54462023949858,246.24652283039177,246.92755099999997,19379150.0,831.8705460534328,833.6196927404712,821.7156984270521,824.8739009999999,1179244.0,266.84972822285664,269.01265998904535,259.1600045916185,260.004913,21190010.0,535.7340183189889,536.6246486163725,510.41626893204756,512.0975950000001,7528892.0,2956.785299605304,2988.4754311048086,2932.8737490384924,2940.268066,331237.0
2014-09-24,8015.549805,8042.049805,7950.049805,8002.399901999999,182200.0,26817.939453,26844.699219,26560.0,26744.689453,12300.0,246.36245868631778,248.5697594425136,237.2193218784048,240.180084,23106290.0,823.1732901871776,833.0851986700894,821.1812049379577,831.287476,1666374.0,260.0894782826111,261.94846866056446,253.1861156550909,256.270203,17279366.0,510.31731781230997,512.0486106703416,500.97112684884894,507.74636799999996,3887412.0,2952.944029349483,2967.3486343707004,2910.6905212872466,2949.871094,211358.0
2014-09-25,8003.299805,8019.299805,7877.350098000001,7911.850098000001,231900.0,26808.660156,26814.199219,26349.550781,26468.359375,11000.0,241.01566853866055,241.48901075373982,228.196915490281,229.684555,28369080.0,828.9067110019644,841.1507961893777,818.3145620644702,825.942871,4148990.0,255.35742958617212,256.8195237401691,245.4713302938094,247.634262,30332935.0,507.05363140036576,509.0807943398905,494.4937155348479,498.795959,6390237.0,2952.943886450241,2976.95156032382,2922.2140638920596,2935.8984379999997,318285.0
2014-09-26,7885.850098000001,7993.299805,7841.799805,7968.850098000001,147800.0,26429.300781,26721.029297,26220.490234,26626.320313,10000.0,227.96509965974792,237.6443571305874,227.013594856971,236.209854,28118450.0,825.9428803342286,854.1723413891627,821.1326831329267,847.0299679999999,2470563.0,247.75229521913928,250.5073095307617,242.51364571609346,249.772064,18873354.0,496.57089558876504,507.39951807955435,486.92779796947843,505.471283,7252440.0,2919.6213511035608,2964.467639903226,2844.333142893274,2917.412598,290099.0
2014-09-29,7978.450195,7991.75,7934.700195,7958.899901999999,97300.0,26694.410156,26715.769531,26518.009766,26597.109375,6500.0,236.76530914223397,239.37349196042655,234.35032236799626,236.639725,13845560.0,848.3418019896004,852.5689113578152,836.8751088814953,840.664917,2170567.0,250.00074726334077,250.11880617163908,245.547549515268,246.485413,7073149.0,504.48268231753235,509.92145846014756,502.0596517131111,505.12539699999996,5160966.0,2915.492204458633,2916.4525115088495,2882.697812803815,2888.747559,217945.0
2014-09-30,7948.799805,8030.899901999999,7923.850098000001,7964.799805,141100.0,26610.710938,26851.330077999995,26481.310547,26630.509766,8200.0,235.3211464433439,239.18030511697236,233.7997076150334,236.253342,18632180.0,839.7904310491614,854.9497811851074,836.8265908482258,848.00177,3008858.0,245.89336525853193,248.07394095225138,241.24588839873317,242.26831099999998,13333392.0,509.0318389050934,509.0318389050934,494.79059689347883,496.61987300000004,5576866.0,2898.206504262946,2955.824923830798,2894.173261948239,2941.2763670000004,293390.0
2014-10-01,7960.5,7977.5,7936.700195,7945.549805,113000.0,26681.470703,26683.699219,26548.220703,26567.990234,7900.0,236.18570174221674,237.05509116738557,233.0172401245121,234.09432999999999,10544750.0,841.5394618502306,846.5440212329971,836.1948116883642,843.4829710000001,1467547.0,243.86610523806593,243.86610523806593,239.80977494657864,241.474487,10776667.0,495.6802470619187,501.8117666179015,493.7520120532622,497.21362300000004,3727045.0,2927.015624588689,2959.569936539485,2843.612870703171,2853.0239260000003,513843.0
2014-10-07,7897.399901999999,7943.049805,7842.700195,7852.399901999999,148200.0,26487.509766,26570.380859,26250.240234,26271.970703,10200.0,232.28789862194054,234.1039733858897,227.9119448087644,228.59297200000003,13002440.0,840.5678067982915,842.5113161781719,829.9756573558304,838.0898440000001,1256572.0,239.13405762206742,246.1470839767539,239.13405762206742,241.60929900000002,18449612.0,497.21364986659665,511.1090235866309,497.21364986659665,499.388763,5462324.0,2853.0718822214435,2875.158941558735,2817.540525896235,2822.005859,295318.0
2014-10-08,7828.75,7869.899901999999,7815.75,7842.700195,135900.0,26229.669922,26338.310547,26150.089844,26246.789063,8600.0,226.62717199047447,233.75138256538375,226.62717199047447,232.92546099999998,13589310.0,836.2434404762115,845.4265334488668,834.0569925448782,843.094299,785096.0,241.2635009504745,245.83475859995872,241.1621785320412,244.80393999999998,10532802.0,501.4169078170381,507.0536327935127,496.47191966875124,503.394104,3963079.0,2822.342105877969,2850.1910072289256,2807.9855641331196,2833.961914,283872.0
2014-10-09,7886.5,7972.350098000001,7886.5,7960.549805,123800.0,26394.369141,26688.699219,26394.210938,26637.279297,7500.0,234.35029578043827,241.35375663116957,234.35029578043827,239.52319300000002,17279230.0,849.3135187872065,867.7282800832932,843.7259298478169,862.529358,1912605.0,245.89332440297522,252.62008129218688,245.89332440297522,251.538147,12238358.0,509.27875177385283,516.7457599972075,507.64742438242854,514.866516,3758874.0,2843.4691684951067,2893.9333509113194,2843.4691684951067,2886.875,292837.0
2014-10-10,7911.0,7924.049805,7848.450195,7859.950195,142900.0,26551.740234,26555.919922,26261.609375,26297.380859,9200.0,237.13238106675675,240.8418114341604,235.04100828453116,236.784622,12525220.0,858.1079928219319,860.1487127146927,840.470679657923,842.802856,1066745.0,248.5981506606377,250.5408199832802,245.62378246406587,246.561646,9018405.0,508.8339195969227,508.8339195969227,483.9609977005329,487.273651,7535919.0,2871.414125026374,2876.1195353313524,2825.2232630867575,2848.462646,249861.0
2014-10-13,7831.0,7901.149901999999,7796.0,7884.25,118800.0,26275.070313,26443.160156,26092.689453,26384.070313,6400.0,235.4129096302334,240.95772413567667,234.8526307623951,240.09315499999997,13926640.0,839.5960368557852,853.2006022678002,831.4819086643026,852.034485,1344128.0,244.54186298952547,250.33818946371372,242.81763889735436,249.763779,9459494.0,484.60373042613094,492.7134521049392,474.76372148889385,490.785248,5193539.0,2824.262762290479,2861.714733636731,2808.9459133718597,2854.8486329999996,158747.0
2014-10-14,7923.25,7928.0,7825.450195,7864.0,225500.0,26537.419922,26550.789063,26212.009766,26349.330078,11900.0,241.938205855838,245.74904724041386,240.7596913493386,243.77358999999998,17315970.0,860.0028581102879,860.9260366811794,840.7135517900387,843.8231199999999,1816560.0,250.94697182330503,251.34386813804812,245.2686772044682,249.78881800000002,11288404.0,493.4061568169181,494.69164618932047,480.74630609980966,482.62554900000003,3886857.0,2861.8109165879337,2873.910643334362,2839.7238561144627,2844.525391,176342.0
2014-10-15,,,,,,,,,,,243.77358999999996,243.77358999999996,243.77358999999996,243.77358999999998,0.0,843.8231199999999,843.8231199999999,843.8231199999999,843.8231199999999,0.0,249.78881800000005,249.78881800000005,249.78881800000005,249.78881800000002,0.0,482.62554900000003,482.62554900000003,482.62554900000003,482.62554900000003,0.0,2844.525391,2844.525391,2844.525391,2844.525391,0.0
2014-10-16,7837.299805,7893.899901999999,7729.649901999999,7748.200195,213500.0,26260.349609,26462.080078,25933.980469,25999.339844,10700.0,241.522817204246,246.7923201839953,236.90054322642385,238.25293,19073950.0,843.8717342533806,849.3135367963263,830.8987751097671,834.591431,1383271.0,248.76639625291577,252.5020500244666,245.32728123205953,246.832123,15670606.0,480.1035562802584,495.58129660910544,476.3950672629529,478.47219800000005,6643745.0,2838.763988168269,2861.715234360593,2796.4143498181365,2820.278076,168761.0
2014-10-17,7733.75,7819.200195,7723.850098000001,7779.700195,177600.0,25950.0,26248.539063,25910.769531,26108.529297,9400.0,240.3394760449012,244.8748132784583,239.09333519652785,243.61419700000002,14633000.0,835.951982448461,863.0153275787627,832.8909318148542,860.24585,2494480.0,248.72458552156039,255.41693510968426,248.42901251560338,254.377777,14839424.0,478.42223088461435,478.42223088461435,462.8465392061683,470.560425,9595388.0,2823.302455236599,2843.180762203122,2786.810790849187,2824.3588870000003,283917.0
2014-10-20,7896.950195,7905.950195,7856.950195,7879.399901999999,176200.0,26434.160156,26517.900391,26368.939453,26429.849609,9300.0,248.93685084330227,250.55488040676352,246.594296260269,248.20752000000002,18824230.0,868.7486835969838,883.908033277235,865.0074514024873,868.5543210000001,2383001.0,261.75423287036296,261.75423287036296,257.85870903255136,259.73443599999996,13952153.0,482.5265688086297,491.5269517853794,479.26290654403437,489.20288099999993,5839604.0,2859.794035967609,2895.133378027218,2859.794035967609,2884.473877,196994.0
